L23_V025,20375
L23_V025,12375
L23_V025,12500
L23_V015,6679
L23_V004,1000
L22_V024,29639
L23_V002,3075
L23_V008,2000
L23_V018,7545
L23_V008,1375
L23_V004,2739
L23_V024,6973
L23_V025,20500
L23_V004,3000
L23_V008,2250
L23_V025,20125
L23_V015,7925
L23_V005,5750
L23_V004,875
L23_V025,20230
L23_V015,1734
L23_V025,20250
L23_V004,4375
L23_V002,9122
L23_V007,9119
L23_V008,4375
L23_V007,3246
L23_V003,6387
L23_V021,3484
L23_V003,4494
L23_V014,3250
L23_V021,5396
L23_V025,7375
L23_V002,9410
L23_V003,0
L23_V013,6777
L23_V008,2205
L23_V007,848
L23_V024,6865
L23_V004,2750
L23_V006,1875
L23_V006,7000
L23_V025,20625
L23_V020,8267
L23_V009,6060
L23_V007,9601
L23_V005,5519
L23_V008,2500
L23_V018,7370
L23_V004,750
L23_V004,2609
L23_V019,7867
L23_V004,2681
L23_V001,3875
L23_V024,3000
L23_V011,6625
L23_V010,4625
L23_V010,6750
L23_V002,9125
L23_V015,3947
L23_V018,6734
L23_V011,9000
L23_V007,673
L23_V025,12625
L23_V021,11093
L23_V006,3539
L23_V021,6222
L23_V002,8900
L23_V008,1625
L23_V008,4250
L23_V015,802
L23_V010,4596
L23_V007,2070
L23_V011,8875
L23_V002,5283
L23_V007,5720
L23_V004,7375
L23_V004,625
L23_V020,4842
L23_V007,6452
L23_V017,3863
L23_V003,4823
L23_V007,975
L22_V016,34283
L23_V025,18633
L21_V013,31731
L23_V008,5125
L23_V004,2250
L23_V021,4945
L23_V014,3625
L23_V020,4269
L23_V004,8000
L23_V020,8951
L23_V006,8360
L23_V025,3750
L23_V011,3125
L23_V015,92
L23_V005,4250
L23_V016,142
L23_V021,12880
