L27_V014,8108
L27_V014,8954
L27_V014,675
L27_V014,5318
L27_V014,5378
L27_V014,7940
L22_V022,2607
L29_V002,138
L22_V003,20932
L22_V011,7475
L29_V001,137
L27_V014,634
L27_V015,14131
L29_V003,137
L21_V016,8715
L22_V022,3572
L29_V008,136
L29_V019,136
L28_V010,15525
L29_V016,17955
L27_V014,6750
L27_V014,7965
L29_V004,136
L29_V007,23490
L21_V029,19950
L29_V007,136
L28_V001,25939
L29_V010,136
L29_V022,136
L29_V007,21735
L27_V014,9286
L29_V011,136
L29_V015,136
L27_V015,14175
L22_V011,5831
L29_V018,136
L29_V007,21170
L29_V023,136
L27_V014,6884
L29_V014,136
L29_V007,23543
L27_V014,779
L29_V017,136
L22_V028,8610
L29_V016,12009
L29_V009,136
L27_V014,7297
L29_V016,136
L29_V013,136
L27_V014,5232
L29_V016,18167
L29_V006,136
L29_V007,24252
L27_V014,8370
L29_V007,23625
L22_V011,5760
L29_V017,11823
L28_V009,14113
L29_V012,136
L29_V014,14175
L29_V020,136
L29_V014,1324
L29_V005,136
L29_V007,20115
L29_V016,11880
L27_V014,5805
L27_V014,1032
L27_V014,10310
L29_V007,21431
L29_V009,1324
L29_V007,24598
L27_V014,914
L29_V011,1329
L29_V007,21465
L29_V001,150
L29_V007,20678
L29_V003,150
L29_V007,21060
L29_V016,18110
L27_V014,7559
L29_V007,21043
L22_V011,6945
L29_V020,19845
L29_V001,15144
L29_V007,1324
L22_V011,27569
L29_V007,21290
L29_V016,17242
L28_V001,20520
L29_V001,12150
L27_V014,8505
L29_V011,7801
L28_V017,22728
L29_V016,16740
L27_V014,6673
L27_V014,9315
L29_V018,1322
L29_V007,11309
L29_V007,21575
L27_V014,8006
